-5.0e0 1.0e-1 1.52654e-4 1.52654e-4
-4.83052e0 1.0e-1 1.81363e-4 1.81363e-4
-4.66104e0 1.0e-1 2.16809e-4 2.16809e-4
-4.49156e0 1.0e-1 2.60887e-4 2.60887e-4
-4.3220801e0 1.0e-1 3.16273e-4 3.16273e-4
-4.1526001e0 1.0e-1 3.8616e-4 3.8616e-4
-3.9831201e0 1.0e-1 4.75581e-4 4.75581e-4
-3.8136401e0 1.0e-1 5.9094e-4 5.9094e-4
-3.6441602e0 1.0e-1 7.4156e-4 7.4156e-4
-3.4746802e0 1.0e-1 9.4075e-4 9.4075e-4
-3.3052002e0 1.0e-1 1.20781e-3 1.20781e-3
-3.1357202e0 1.0e-1 1.57104e-3 1.57104e-3
-2.9662402e0 1.0e-1 2.0736e-3 2.0736e-3
-2.7967603e0 1.0e-1 2.78287e-3 2.78287e-3
-2.6272803e0 1.0e-1 3.80132e-3 3.80132e-3
-2.4578003e0 1.0e-1 5.3027e-3 5.3027e-3
-2.2883203e0 1.0e-1 7.574e-3 7.574e-3
-2.1188403e0 1.0e-1 1.11203e-2 1.11203e-2
-1.9493604e0 1.0e-1 1.68547e-2 1.68547e-2
-1.7798804e0 1.0e-1 2.65268e-2 2.65268e-2
-1.6104004e0 1.0e-1 4.36606e-2 4.36606e-2
-1.4409204e0 1.0e-1 7.5957e-2 7.5957e-2
-1.2714404e0 1.0e-1 1.41536e-1 1.41536e-1
-1.1019604e0 1.0e-1 2.87898e-1 2.87898e-1
-9.324805e-1 1.0e-1 6.5805e-1 6.5805e-1
-7.630005e-1 1.0e-1 1.76994e0 1.76994e0
-5.935205e-1 1.0e-1 6.0455e0 6.0455e0
-4.240405e-1 1.0e-1 3.04291e1 3.04291e1
-2.545605e-1 1.0e-1 3.12144e2 3.12144e2
-8.50806e-2 1.0e-1 1.2241e4 1.2241e4
8.43994e-2 1.0e-1 1.24467e4 1.24467e4
2.538794e-1 1.0e-1 3.15723e2 3.15723e2
4.233594e-1 1.0e-1 3.06612e1 3.06612e1
5.928394e-1 1.0e-1 6.081e0 6.081e0
7.623193e-1 1.0e-1 1.77719e0 1.77719e0
9.317993e-1 1.0e-1 6.6042e-1 6.6042e-1
1.1012793e0 1.0e-1 2.88777e-1 2.88777e-1
1.2707593e0 1.0e-1 1.41907e-1 1.41907e-1
1.4402393e0 1.0e-1 7.6135e-2 7.6135e-2
1.6097192e0 1.0e-1 4.37515e-2 4.37515e-2
1.7791992e0 1.0e-1 2.6574e-2 2.6574e-2
1.9486792e0 1.0e-1 1.68858e-2 1.68858e-2
2.1181592e0 1.0e-1 1.1137e-2 1.1137e-2
2.2876392e0 1.0e-1 7.5858e-3 7.5858e-3
2.4571191e0 1.0e-1 5.3098e-3 5.3098e-3
2.6265991e0 1.0e-1 3.80598e-3 3.80598e-3
2.7960791e0 1.0e-1 2.78618e-3 2.78618e-3
2.9655591e0 1.0e-1 2.07597e-3 2.07597e-3
3.135039e0 1.0e-1 1.5727e-3 1.5727e-3
3.304519e0 1.0e-1 1.20903e-3 1.20903e-3
3.473999e0 1.0e-1 9.4176e-4 9.4176e-4
3.643479e0 1.0e-1 7.423e-4 7.423e-4
3.812959e0 1.0e-1 5.9152e-4 5.9152e-4
3.982439e0 1.0e-1 4.75922e-4 4.75922e-4
4.151919e0 1.0e-1 3.86513e-4 3.86513e-4
4.321399e0 1.0e-1 3.16476e-4 3.16476e-4
4.4908789e0 1.0e-1 2.61076e-4 2.61076e-4
4.6603589e0 1.0e-1 2.16965e-4 2.16965e-4
4.8298389e0 1.0e-1 1.81482e-4 1.81482e-4
4.9993188e0 1.0e-1 1.52751e-4 1.52751e-4

-5.0e0 1.8304999e-1 9.3404e-4 9.3404e-4
-4.83052e0 1.8304999e-1 1.10963e-3 1.10963e-3
-4.66104e0 1.8304999e-1 1.32625e-3 1.32625e-3
-4.49156e0 1.8304999e-1 1.59544e-3 1.59544e-3
-4.3220801e0 1.8304999e-1 1.93367e-3 1.93367e-3
-4.1526001e0 1.8304999e-1 2.36072e-3 2.36072e-3
-3.9831201e0 1.8304999e-1 2.90598e-3 2.90598e-3
-3.8136401e0 1.8304999e-1 3.6101e-3 3.6101e-3
-3.6441602e0 1.8304999e-1 4.5288e-3 4.5288e-3
-3.4746802e0 1.8304999e-1 5.7425e-3 5.7425e-3
-3.3052002e0 1.8304999e-1 7.3685e-3 7.3685e-3
-3.1357202e0 1.8304999e-1 9.5786e-3 9.5786e-3
-2.9662402e0 1.8304999e-1 1.26334e-2 1.26334e-2
-2.7967603e0 1.8304999e-1 1.69374e-2 1.69374e-2
-2.6272803e0 1.8304999e-1 2.31184e-2 2.31184e-2
-2.4578003e0 1.8304999e-1 3.2208e-2 3.2208e-2
-2.2883203e0 1.8304999e-1 4.5941e-2 4.5941e-2
-2.1188403e0 1.8304999e-1 6.7319e-2 6.7319e-2
-1.9493604e0 1.8304999e-1 1.01813e-1 1.01813e-1
-1.7798804e0 1.8304999e-1 1.59721e-1 1.59721e-1
-1.6104004e0 1.8304999e-1 2.61867e-1 2.61867e-1
-1.4409204e0 1.8304999e-1 4.5305e-1 4.5305e-1
-1.2714404e0 1.8304999e-1 8.376e-1 8.376e-1
-1.1019604e0 1.8304999e-1 1.68388e0 1.68388e0
-9.324805e-1 1.8304999e-1 3.7788e0 3.7788e0
-7.630005e-1 1.8304999e-1 9.8447e0 9.8447e0
-5.935205e-1 1.8304999e-1 3.1699e1 3.1699e1
-4.240405e-1 1.8304999e-1 1.39355e2 1.39355e2
-2.545605e-1 1.8304999e-1 9.6652e2 9.6652e2
-8.50806e-2 1.8304999e-1 8.739e3 8.739e3
8.43994e-2 1.8304999e-1 8.8008e3 8.8008e3
2.538794e-1 1.8304999e-1 9.7504e2 9.7504e2
4.233594e-1 1.8304999e-1 1.40298e2 1.40298e2
5.928394e-1 1.8304999e-1 3.1857e1 3.1857e1
7.623193e-1 1.8304999e-1 9.8883e0 9.8883e0
9.317993e-1 1.8304999e-1 3.792e0 3.792e0
1.1012793e0 1.8304999e-1 1.68889e0 1.68889e0
1.2707593e0 1.8304999e-1 8.3978e-1 8.3978e-1
1.4402393e0 1.8304999e-1 4.5407e-1 4.5407e-1
1.6097192e0 1.8304999e-1 2.62408e-1 2.62408e-1
1.7791992e0 1.8304999e-1 1.60014e-1 1.60014e-1
1.9486792e0 1.8304999e-1 1.02003e-1 1.02003e-1
2.1181592e0 1.8304999e-1 6.7426e-2 6.7426e-2
2.2876392e0 1.8304999e-1 4.6008e-2 4.6008e-2
2.4571191e0 1.8304999e-1 3.2256e-2 3.2256e-2
2.6265991e0 1.8304999e-1 2.31519e-2 2.31519e-2
2.7960791e0 1.8304999e-1 1.69608e-2 1.69608e-2
2.9655591e0 1.8304999e-1 1.26485e-2 1.26485e-2
3.135039e0 1.8304999e-1 9.5894e-3 9.5894e-3
3.304519e0 1.8304999e-1 7.376e-3 7.376e-3
3.473999e0 1.8304999e-1 5.748e-3 5.748e-3
3.643479e0 1.8304999e-1 4.5328e-3 4.5328e-3
3.812959e0 1.8304999e-1 3.6133e-3 3.6133e-3
3.982439e0 1.8304999e-1 2.90843e-3 2.90843e-3
4.151919e0 1.8304999e-1 2.36243e-3 2.36243e-3
4.321399e0 1.8304999e-1 1.93529e-3 1.93529e-3
4.4908789e0 1.8304999e-1 1.59663e-3 1.59663e-3
4.6603589e0 1.8304999e-1 1.32713e-3 1.32713e-3
4.8298389e0 1.8304999e-1 1.11029e-3 1.11029e-3
4.9993188e0 1.8304999e-1 9.3471e-4 9.3471e-4

-5.0e0 2.6609998e-1 2.8587e-3 2.8587e-3
-4.83052e0 2.6609998e-1 3.39528e-3 3.39528e-3
-4.66104e0 2.6609998e-1 4.05666e-3 4.05666e-3
